Título;ISSN impresa;ISSN en linea;Instituto;URL
Andes (Salta);0327-1676;;;https://biblat.unam.mx/es/revista/andes-salta/articulo/conflictos-en-las-fronteras-del-chaco-la-disputa-entre-cordoba-y-santa-fe-hacia-mediados-del-siglo-xviii
Obstetricia y ginecología latinoamericanas;0029-7836;;;https://biblat.unam.mx/es/revista/obstetricia-y-ginecologia-latinoamericanas/articulo/analisis-correlativo-entre-colposcopia-citologia-y-biopsia-cervical-uterina-en-un-grupo-de-pacientes-ambulatorios
La trama de la comunicación;1668-5628;;;https://biblat.unam.mx/es/revista/la-trama-de-la-comunicacion/articulo/baja-de-edad-de-punibilidad-un-analisis-en-medios-de-comunicacion
Actualidad económica (Córdoba);0327-585X;;;https://biblat.unam.mx/es/revista/actualidad-economica-cordoba/articulo/argentina-brasil-y-chile-un-analisis-estrategico-de-sus-vinculos-comerciales
Cuadernos de herpetología;0326-551X;;;https://biblat.unam.mx/es/revista/cuadernos-de-herpetologia/articulo/dieta-de-la-lagartija-arenicola-liolaemus-laurenti-sauria-liolaemidae-en-un-bioma-de-desierto-de-argentina
Synthesis (La Plata);0328-1205;;;https://biblat.unam.mx/es/revista/synthesis-la-plata/articulo/archilochus-8-ieg-a-grey-fair-tressed-sea-or-a-goddess
Revista de nefrología, diálisis y transplante;0326-3428;;;https://biblat.unam.mx/es/revista/revista-de-nefrologia-dialisis-y-transplante/articulo/biopsia-renal-en-el-adulto-mayor
Revista del derecho industrial;0327-4039;;;https://biblat.unam.mx/es/revista/revista-del-derecho-industrial/articulo/defensa-de-la-competencia-en-el-mercosur
Biocell;0327-9545;;;https://biblat.unam.mx/es/revista/biocell/articulo/in-memoriam-of-hector-torres
Redes (Quilmes);0328-3186;;;https://biblat.unam.mx/es/revista/redes-quilmes/articulo/afinidades-criticas-la-relacion-entre-politica-y-conocimiento-en-althusser-en-dialogo-con-los-cuestionamientos-de-adorno-al-positivismo
Salud colectiva;1669-2381;;;https://biblat.unam.mx/es/revista/salud-colectiva/articulo/concentracion
Revista question;1669-6581;;;https://biblat.unam.mx/es/revista/revista-question/articulo/alternativas-de-abordaje-e-intervencion-en-un-centro-de-actividades-juvenil-la-articulacion-de-procesos-comunicacionales-en-los-espacios-educativos-participativos
Gaceta veterinaria;0367-3812;;;https://biblat.unam.mx/es/revista/gaceta-veterinaria/articulo/aspectos-practicos-en-la-regulacion-farmacologica-del-parto-en-los-bovinos
Quid 16;2250-4060;;;https://biblat.unam.mx/es/revista/quid-16/articulo/descentralizacion-participacion-y-despolitizacion-un-analisis-sobre-procesos-ideologicos-y-discursivos-de-neoliberalizacion-en-la-ciudad-de-buenos-aires-desde-1996-hasta-la-actualidad
Lilloa;0075-9481;;;https://biblat.unam.mx/es/revista/lilloa/articulo/analisis-meiotico-de-dos-especies-de-cuscuta-subgenero-grammica-convolvulaceae
Revista pilquen. Sección ciencias sociales;1851-3123;;;https://biblat.unam.mx/es/revista/revista-pilquen-seccion-ciencias-sociales/articulo/con-la-lupa-en-las-biografias-una-propuesta-teorico-metodologica-para-el-analisis-de-las-politicas-de-vejez
A&P continuidad;2362-6097;;;https://biblat.unam.mx/es/revista/a-p-continuidad/articulo/al-borde-arquitectos-circulacion-y-legitimacion
Espacios en blanco. Serie indagaciones;1515-9485;;;https://biblat.unam.mx/es/revista/espacios-en-blanco-serie-indagaciones/articulo/aprendizajes-y-tareas-pendientes-a-partir-de-la-virtualizacion-de-emergencia-de-la-ensenanza-en-el-nivel-de-posgrado
Económica (La Plata);0013-0419;;;https://biblat.unam.mx/es/revista/economica-la-plata/articulo/comparing-downpayment-and-interest-rate-mortgage-subsidies-an-analytical-approach
Quinto sol;1851-2879;;;https://biblat.unam.mx/es/revista/quinto-sol/articulo/candioti-magdalena-un-maldito-derecho-leyes-jueces-y-revolucion-en-la-buenos-aires-republicana-1810-1830-buenos-aires-ediciones-didot-2017-260-p
CEINAR (Buenos Aires);0325-1888;;;https://biblat.unam.mx/es/revista/ceinar-buenos-aires/articulo/etchepareborda-r-zeballos-y-la-politica-exterior-argentina-buenos-aires-ed-m-pleamar-1982-121-p
Palabra clave (La Plata);1853-9912;;;https://biblat.unam.mx/es/revista/palabra-clave-la-plata/articulo/aplicacoes-folksonomicas-em-plataformas-colaborativas-do-patrimonio-cultural-analise-comparativa-dos-projetos-crowdheritage-e-arquigrafia
H-industri@ (Buenos Aires);1851-703X;;;https://biblat.unam.mx/es/revista/h-industri-buenos-aires/articulo/alto-bruno-de-tozuda-industria-nacional-estudio-tecnico-y-social-sobre-cuatro-casos-entre-1776-y-1910-buenos-aires-ciccus-lenguaje-claro-editora-2017-224-p
Acta physiologica et pharmacologica latinoamericana;0326-6656;;;https://biblat.unam.mx/es/revista/acta-physiologica-et-pharmacologica-latinoamericana/articulo/identificacion-de-anticuerpos-dirigidos-a-los-receptores-colinergicos-muscarinicos-cardiacos-rcmc-en-el-suero-de-pacientes-chagasicos-implicancias-patogenicas
Aportes para la integración latinoamericana;1667-8613;;;https://biblat.unam.mx/es/revista/aportes-para-la-integracion-latinoamericana/articulo/proyecto-de-confederacion-latinoamericana-de-1862-un-ignorado-precursor-boliviano-de-la-teoria-de-la-integracion-regional
Bonplandia;0524-0476;;;https://biblat.unam.mx/es/revista/bonplandia/articulo/erythrostemon-gilliesii-var-burkartiana-fabaceae-taxon-valido-para-argentina-y-su-presencia-en-la-provincia-de-santiago-del-estero
Estudios migratorios latinoamericanos;0326-7458;;;https://biblat.unam.mx/es/revista/estudios-migratorios-latinoamericanos/articulo/borges-marcelo-chains-of-gold-portuguese-migration-to-argentina-in-transatlantic-perspectiva-leiden-y-boston-brill-2009
Austral comunicación;2313-9137;;;https://biblat.unam.mx/es/revista/austral-comunicacion/articulo/analisis-de-la-gestion-de-redes-sociales-del-gobierno-peruano-y-sus-19-ministerios-durante-la-pandemia-del-covid-19
Revista de la Asociación de Ciencias Naturales del Litoral;0325-2809;;;https://biblat.unam.mx/es/revista/revista-de-la-asociacion-de-ciencias-naturales-del-litoral/articulo/algunas-menoponidae-insecta-phthiraptera-de-aves-bonaerenses
Anales AFA;1850-1168;;;https://biblat.unam.mx/es/revista/anales-afa/articulo/como-usar-la-termodinamica-para-tratar-algunos-sistemas-termicos-fuera-de-equilibrio
Cuadernos del CISH. Sociohistórica;1514-0113;;;https://biblat.unam.mx/es/revista/cuadernos-del-cish-sociohistorica/articulo/contra-toda-forma-de-opresion-sexo-politica-y-clases-medias-juveniles-en-las-revistas-de-humor-de-los-primeros-70
Revista de historia del derecho;1853-1784;;;https://biblat.unam.mx/es/revista/revista-de-historia-del-derecho/articulo/crear-la-policia-y-construir-el-territorio-las-reformas-policiales-en-un-nuevo-orden-provincial-buenos-aires-1878-1880
Enfoques (La Plata);1669-2721;;;https://biblat.unam.mx/es/revista/enfoques-la-plata/articulo/aproximaciones-a-la-teoria-de-la-individuacion-de-gilbert-simondon-criticas-a-la-tradicion-filosofica-la-pregunta-por-la-relacion-y-la-apuesta-por-una-etica-del-devenir
Industria cárnica latinoamericana;0325-3414;;;https://biblat.unam.mx/es/revista/industria-carnica-latinoamericana/articulo/analisis-de-riesgos-y-puntos-criticos-de-control-en-la-elaboracion-de-salamin-tipo-tandilero
Anales - CIDEPINT;0325-4186;;;https://biblat.unam.mx/es/revista/anales-cidepint/articulo/analisis-teorico-del-comportamiento-y-de-metodos-electroquimicos-utilizados-para-caracterizar-sistemas-metalrecubrimiento-organicoelectrolito-acuoso
Revista argentina de salud pública;1853-810X;;;https://biblat.unam.mx/es/revista/revista-argentina-de-salud-publica/articulo/antecedentes-familiares-de-cancer-de-mama-y-colorrectal-en-una-cohorte-de-poblacion-general-en-dos-ciudades-de-argentina
Revista argentina de microbiología;0325-7541;;;https://biblat.unam.mx/es/revista/revista-argentina-de-microbiologia/articulo/comparacion-de-3-tecnicas-para-el-diagnostico-de-la-neumocistosis-pulmonar-en-pacientes-con-sida
Hickenia;0325-3732;;;https://biblat.unam.mx/es/revista/hickenia/articulo/a-new-species-of-carex-cyperaceae-from-austral-south-america-and-the-status-and-distribution-og-c-macrorrhiza
Revista panamericana de flebología y linfología;0327-7399;;;https://biblat.unam.mx/es/revista/revista-panamericana-de-flebologia-y-linfologia/articulo/caso-clinico-interes-del-fleboescaner-helicoidal-en-el-examen-preoperatorio-de-una-varicosis-de-los-mi
PolHis;1853-7723;;;https://biblat.unam.mx/es/revista/polhis/articulo/1983-impresiones-y-expectativas
Revista de economía y estadística;0034-8066;;;https://biblat.unam.mx/es/revista/revista-de-economia-y-estadistica/articulo/comportamiento-ciclico-de-la-politica-fiscal-en-argentina-decada-ganada-o-decada-perdida
Historia regional;0329-8213;;;https://biblat.unam.mx/es/revista/historia-regional/articulo/algo-habran-hecho-la-historia-de-los-trabajadores-durante-la-ultima-dictadura-militar-1976-1983-un-repaso-historiografico
Universidad (Santa Fe);0041-8234;;;https://biblat.unam.mx/es/revista/universidad-santa-fe/articulo/algunas-cuestiones-relativas-a-la-responsabilidad-del-estado
Estudios - Instituto de Estudios Económicos sobre la Realidad Argentina y Latinoamericana;0325-6928;;;https://biblat.unam.mx/es/revista/estudios-instituto-de-estudios-economicos-sobre-la-realidad-argentina-y-latinoamericana/articulo/las-telecomunicaciones-en-argentina-y-chile-modelos-diferentes-con-resultados-diferentes
Revista latinoamericana de ingeniería química y química aplicada;0325-0474;;;https://biblat.unam.mx/es/revista/revista-latinoamericana-de-ingenieria-quimica-y-quimica-aplicada/articulo/caracterizacion-de-materiales-de-origen-volcanico-con-capacidad-de-expansion-perlitas-mediante-tecnicas-de-espectroscopia-de-i-r-y-analisis-termico-tg-y-dta
Revista SAAP;1853-1970;;;https://biblat.unam.mx/es/revista/revista-saap/articulo/alcantara-manuel-tagina-maria-laura-coordinadores-elecciones-y-politica-en-america-latina-2009-2011-mexico-miguel-angel-porrua-instituto-federal-electoral-camara-de-diputados-y-senado-de-la-republica-2013-657-p
Pampa (Santa Fe);2314-0208;;;https://biblat.unam.mx/es/revista/pampa-santa-fe/articulo/dispositivos-contemporaneos-de-visibilizacion-reconocimiento-y-registro-de-pueblos-originarios-en-la-provincia-de-santa-fe
Prohistoria (Rosario);1851-9504;;;https://biblat.unam.mx/es/revista/prohistoria-rosario/articulo/chinas-guayaquises-y-jente-que-no-es-de-armas-algunas-consideraciones-sobre-el-impacto-social-de-la-guerra-en-montevideo-y-su-hinterland-rural-1842-1845
Eä (Buenos Aires);1852-4680;;;https://biblat.unam.mx/es/revista/ea-buenos-aires/articulo/clinical-research-encounters-as-a-focus-of-public-engagement-with-science-and-research-encuentros-de-investigacion-clinica-como-foco-de-compromiso-publico-con-la-ciencia-y-la-investigacion
Antiguo oriente;1667-9202;;;https://biblat.unam.mx/es/revista/antiguo-oriente/articulo/da-riva-rocio-arqueologos-etnologos-y-espias-la-mision-de-leo-frobenius-en-arabia-y-eritrea-19141915-barcelona-bellaterra-arqueologia-2017-184-p-isbn-978-847-2908307
Studia croatica;0326-7997;;;https://biblat.unam.mx/es/revista/studia-croatica/articulo/ante-starcevic
Sociohistórica (La Plata);1853-6344;;;https://biblat.unam.mx/es/revista/sociohistorica-la-plata/articulo/de-la-revolucion-interrumpida-a-su-puesta-en-marcha-companero-y-una-relectura-revolucionaria-del-peronismo-a-comienzos-de-los-60
Kurtziana (Córdoba);0075-7314;;;https://biblat.unam.mx/es/revista/kurtziana-cordoba/articulo/biologia-de-especies-australes-opuntia-quimilo-k-schum
Magallánica. Revista de historia moderna;2422-779X;;;https://biblat.unam.mx/es/revista/magallanica-revista-de-historia-moderna/articulo/a-uso-y-estilo-de-mercaderes-practicas-comunitarias-de-la-nacion-burgalesa-de-sevilla-en-la-primera-mitad-del-siglo-xvi
Revista de estudios clásicos;0325-3465;;;https://biblat.unam.mx/es/revista/revista-de-estudios-clasicos/articulo/amicitia-y-auto-ejemplaridad-en-las-epistulae-morales-de-seneca
Acta physiologica, pharmacologica et therapeutica latinoamericana;0327-6309;;;https://biblat.unam.mx/es/revista/acta-physiologica-pharmacologica-et-therapeutica-latinoamericana/articulo/early-lipid-alterations-in-spontaneously-diabetic-rats
Papeles de trabajo - Centro de Estudios Interdisciplinarios en Etnolingüística y Antropología Socio-Cultural;0327-6147;;;https://biblat.unam.mx/es/revista/papeles-de-trabajo-centro-de-estudios-interdisciplinarios-en-etnolinguistica-y-antropologia-socio-cultural/articulo/beneficios-de-la-implementacion-de-la-estrategia-metodologica-de-estudio-de-casos-y-de-estudios-comparados-en-el-derecho-ambiental-argentino
Ensayos económicos;0325-3937;;;https://biblat.unam.mx/es/revista/ensayos-economicos/articulo/algunas-reflexiones-sobre-las-politicas-de-estabilizacion-y-liberalizacion-en-el-cono-sur-de-fines-de-los-70
Archivos de historia del movimiento obrero y la izquierda;2313-9749;;;https://biblat.unam.mx/es/revista/archivos-de-historia-del-movimiento-obrero-y-la-izquierda/articulo/actores-de-reparto-los-obreros-agricolas-pampeanos-en-los-inicios-de-la-etapa-agroexportadora-afluentes-tareas-organizacion-y-conflictos-1880-1904
Revista de investigación y desarrollo pesquero;0325-6375;;;https://biblat.unam.mx/es/revista/revista-de-investigacion-y-desarrollo-pesquero/articulo/alimentacion-del-calamar-illex-argentinus-en-la-region-patagonica-durante-el-verano-de-los-anos-2006-2007-y-2008
Mathematicae notae;0025-553X;;;https://biblat.unam.mx/es/revista/mathematicae-notae/articulo/a-generalization-of-convolution-product-of-the-n2m-k-1-th-derivative-of-dirac-delta-in-the-hypercone
Revista argentina de sociología;1667-9261;;;https://biblat.unam.mx/es/revista/revista-argentina-de-sociologia/articulo/agricultura-y-migracion-campesina-un-estudio-para-comprender-la-incorporacion-del-trabajo-infantil-en-una-region-indigena-de-mexico
Archivos argentinos de dermatología;0066-6750;;;https://biblat.unam.mx/es/revista/archivos-argentinos-de-dermatologia/articulo/asociacion-del-melanoma-cutaneo-y-del-sindrome-de-los-nevos-atipicos-con-el-melanoma-ocular
Derecho de la integración;0420-0039;;;https://biblat.unam.mx/es/revista/derecho-de-la-integracion/articulo/acerca-del-papel-de-la-pequena-y-mediana-empresa-en-el-proceso-de-integracion-intal
Infodiversidad (Buenos Aires);1514-514X;;;https://biblat.unam.mx/es/revista/infodiversidad-buenos-aires/articulo/alfonsina-storni
Heladería panadería latinoamericana;0328-4166;;;https://biblat.unam.mx/es/revista/heladeria-panaderia-latinoamericana/articulo/aplicaciones-de-productos-de-sueros-de-leche-en-saladitos-y-condimentos
Revista de historia americana y argentina;2314-1549;;;https://biblat.unam.mx/es/revista/revista-de-historia-americana-y-argentina/articulo/barrio-patricia-y-rodriguez-vazquez-florencia-coords-politicas-industrias-y-servicios-en-mendoza-1918-1943-buenos-aires-teseopress-2020-isbn-978-987-86-7673-9-epub-469-p
Estudios de Teoría Literaria - Revista digital: artes, letras y humanidades;2313-9676;;;https://biblat.unam.mx/es/revista/estudios-de-teoria-literaria-revista-digital-artes-letras-y-humanidades/articulo/altamirano-carlos-estaciones-buenos-aires-ampersand-2019-138-p
Cuadernos del CIMBAGE;1666-5112;;;https://biblat.unam.mx/es/revista/cuadernos-del-cimbage/articulo/estrategias-para-compras-sostenibles-desde-la-logica-difusa-y-la-teoria-de-los-grupos-de-interes
Población & sociedad;0328-3445;;;https://biblat.unam.mx/es/revista/poblacion-sociedad/articulo/cambios-y-continuidades-en-la-puna-de-jujuy-actual-argentina-durante-la-colonia
Vertex (Buenos Aires);0327-6139;;;https://biblat.unam.mx/es/revista/vertex-buenos-aires/articulo/cinco-anos-de-lucha-por-la-transformacion-institucional-1993-1998
Información económica de la Argentina;0325-237X;;;https://biblat.unam.mx/es/revista/informacion-economica-de-la-argentina/articulo/en-octubre-culminan-los-estudios-del-parana-medio-para-instalar-el-complejo-hidroelectrico
Cuadernos de H ideas;2313-9048;;;https://biblat.unam.mx/es/revista/cuadernos-de-h-ideas/articulo/a-nosotras-no-nos-sirven-los-aplausos-de-la-vocacion-a-la-visibilizacion-de-trabajadores-de-salud-publica-durante-la-pandemia-en-mar-del-plata-argentina
Revista argentina de ciencias del comportamiento;1852-4206;;;https://biblat.unam.mx/es/revista/revista-argentina-de-ciencias-del-comportamiento/articulo/intervencion-sobre-autorregulacion-cognitiva-conductual-y-emocional-en-ninos-una-revision-de-enfoques-basados-en-procesos-y-en-el-curriculo-escolar-en-argentina
Revista argentina de tuberculosis, enfermedades pulmonares y salud pública;0325-9307;;;https://biblat.unam.mx/es/revista/revista-argentina-de-tuberculosis-enfermedades-pulmonares-y-salud-publica/articulo/concentraciones-plasmaticas-de-isoniacida-en-los-tuberculosos-de-edad-avanzada
Huellas (Santa Rosa);2362-5643;;;https://biblat.unam.mx/es/revista/huellas-santa-rosa/articulo/agroecosistemas-y-zonas-de-amortiguamiento-vinculante-el-caso-de-la-reserva-provincial-parque-luro
Anclajes (Santa Rosa);1851-4669;;;https://biblat.unam.mx/es/revista/anclajes-santa-rosa/articulo/castro-andrea-forne-anna-compiladoras-de-nomades-y-migrantes-desplazamientos-en-la-literatura-el-cine-y-el-arte-hispanoamericanos-rosario-beatriz-viterbo-2015-192-p
Revista Jurídica Austral;2684-057X;;;https://biblat.unam.mx/es/revista/revista-juridica-austral/articulo/a-100-anos-del-fallecimiento-de-joaquin-victor-gonzalez-perfil-biografico-y-aportes-al-derecho-constitucional
Páginas Revista Digital de la Escuela de Historia de la Facultad de Humanidades y Artes, Universidad Nacional de Rosario;1851-992X;;;https://biblat.unam.mx/es/revista/paginas-revista-digital-de-la-escuela-de-historia-de-la-facultad-de-humanidades-y-artes-universidad-nacional-de-rosario/articulo/armas-revolucionarias-discusiones-sobre-la-violencia-en-los-grupos-disidentes-de-montoneros-en-los-anos-setenta
Marine and fishery sciences;2683-7951;;;https://biblat.unam.mx/es/revista/marine-and-fishery-sciences/articulo/effects-of-dietary-canthaxanthin-on-ultraviolet-radiation-stress-in-prawn-artemesia-longinaris
Cuadernos de antropología social;1850-275X;;;https://biblat.unam.mx/es/revista/cuadernos-de-antropologia-social/articulo/creativos-divertidos-emprendedores-y-meritocraticos-el-trabajo-en-contexto-de-las-tecnologias-de-la-informacion
Heladería confitería latinoamericana;0325-3694;;;https://biblat.unam.mx/es/revista/heladeria-confiteria-latinoamericana/articulo/aditivos-conservacion-de-horneados-hasta-que-punto-de-la-industria-necesita-los-aditivos
Volumen de homenaje;0328-2600;;;https://biblat.unam.mx/es/revista/volumen-de-homenaje/articulo/a-non-denseness-result
Ideas en ciencias sociales;0326-386X;;;https://biblat.unam.mx/es/revista/ideas-en-ciencias-sociales/articulo/attalion-me-mora-y-araujo-ma-noguera-fa-que-nos-pasa-a-los-argentinos-buenos-aires-sudamericana-planeta-1985-230-p
Temas y Debates;1853-984X;;;https://biblat.unam.mx/es/revista/temas-y-debates/articulo/ad-dio
Revista latinoamericana de transferencia de calor y materia;0325-4011;;;https://biblat.unam.mx/es/revista/revista-latinoamericana-de-transferencia-de-calor-y-materia/articulo/buckling-flows-a-new-frontier-in-convection-heat-transfer-article-presented-at-the-2nd-latin-american-congress-on-heat-and-mass-transfer-sao-paulo-brazil-1986
Journal of applied economics;1667-6726;;;https://biblat.unam.mx/es/revista/journal-of-applied-economics/articulo/causality-between-us-economic-policy-and-equity-market-uncertainties-evidence-from-linear-and-nonlinear-tests
Mastozoología neotropical;1666-0536;;;https://biblat.unam.mx/es/revista/mastozoologia-neotropical/articulo/classes-de-desenvolvimento-em-marsupiais-um-metodo-para-animais-vivos
Acta geológica lilloana;0567-7513;;;https://biblat.unam.mx/es/revista/acta-geologica-lilloana/articulo/caracterizacion-hidroquimica-del-valle-de-tafi-provincia-de-tucuman-republica-argentina
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Zoología;0373-9066;;;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-zoologia/articulo/lista-de-los-peces-actuales-depositados-en-el-museo-de-ciencias-naturales-bernardino-rivadavia
Masquedós (Tandil);2469-2158;;;https://biblat.unam.mx/es/revista/masquedos-tandil/articulo/programa-de-apoio-a-pessoa-portadora-de-deficit-de-atencao-e-hiperatividade
INIDEP informe técnico;0327-9642;;;https://biblat.unam.mx/es/revista/inidep-informe-tecnico/articulo/distribucion-y-abundancia-de-huevos-y-larvas-de-langostino-patagonico-pleoticus-muelleri-penaeoidea-solenoceridae-en-las-temporadas-estivales-de-2008-y-2009
RASAL Lingüística;2250-7353;;;https://biblat.unam.mx/es/revista/rasal-linguistica/articulo/construccion-aplicativa-en-ayoreo-zamuco-motivacion-discursiva
CM : publicación médica;0327-2206;;;https://biblat.unam.mx/es/revista/cm-publicacion-medica/articulo/carcinoma-lobulillar-infiltrante-de-la-mama-tipos-histologicos-y-riesgo-de-metastasis-ganglionares-en-126-casos
Salud, Ciencia y Tecnología;2796-9711;;;https://biblat.unam.mx/es/revista/salud-ciencia-y-tecnologia/articulo/actualizacion-en-tecnicas-diagnosticas-de-amebiasis
Theomai journal;1515-6443;;;https://biblat.unam.mx/es/revista/theomai-journal/articulo/configurcoes-hierarquicas-em-um-balcao-de-padaria
Multequina (Mendoza);0327-9375;;;https://biblat.unam.mx/es/revista/multequina-mendoza/articulo/cariotipos-de-liolaemus-quilmes-y-liolaemus-wiegmannii-y-comparacion-con-otros-taxones-del-grupo-boulengeri
